query,intent,response,api_call.endpoint,api_call.parkCode
Describe Jewel Cave National Monument to me,ParkInfo,,parks,jeca
Tell me about Shiloh National Military Park,ParkInfo,,parks,shil
What is the full name of Shiloh National Military Park?,ParkInfo,,parks,shil
What is the address of Shiloh National Military Park?,ParkInfo,,parks,shil
Which state is Shiloh National Military Park located in?,ParkInfo,,parks,shil
Give me a description of Shiloh National Military Park,ParkInfo,,parks,shil
Where is Shiloh National Military Park located?,ParkInfo,,parks,shil
Can you provide the full name of Shiloh National Military Park?,ParkInfo,,parks,shil
What is the location of Shiloh National Military Park?,ParkInfo,,parks,shil
Tell me the address of Shiloh National Military Park,ParkInfo,,parks,shil
In which state can I find Shiloh National Military Park?,ParkInfo,,parks,shil
Describe Shiloh National Military Park to me,ParkInfo,,parks,shil
Tell me about Sequoia & Kings Canyon National Parks,ParkInfo,,parks,seki
What is the full name of Sequoia & Kings Canyon National Parks?,ParkInfo,,parks,seki
What is the address of Sequoia & Kings Canyon National Parks?,ParkInfo,,parks,seki
Which state is Sequoia & Kings Canyon National Parks located in?,ParkInfo,,parks,seki
Give me a description of Sequoia & Kings Canyon National Parks,ParkInfo,,parks,seki
Where is Sequoia & Kings Canyon National Parks located?,ParkInfo,,parks,seki
Can you provide the full name of Sequoia & Kings Canyon National Parks?,ParkInfo,,parks,seki
What is the location of Sequoia & Kings Canyon National Parks?,ParkInfo,,parks,seki
Tell me the address of Sequoia & Kings Canyon National Parks,ParkInfo,,parks,seki
In which state can I find Sequoia & Kings Canyon National Parks?,ParkInfo,,parks,seki
Describe Sequoia & Kings Canyon National Parks to me,ParkInfo,,parks,seki
Tell me about Honouliuli National Historic Site,ParkInfo,,parks,hono
What is the full name of Honouliuli National Historic Site?,ParkInfo,,parks,hono
What is the address of Honouliuli National Historic Site?,ParkInfo,,parks,hono
Which state is Honouliuli National Historic Site located in?,ParkInfo,,parks,hono
Give me a description of Honouliuli National Historic Site,ParkInfo,,parks,hono
Where is Honouliuli National Historic Site located?,ParkInfo,,parks,hono
Can you provide the full name of Honouliuli National Historic Site?,ParkInfo,,parks,hono
What is the location of Honouliuli National Historic Site?,ParkInfo,,parks,hono
Tell me the address of Honouliuli National Historic Site,ParkInfo,,parks,hono
In which state can I find Honouliuli National Historic Site?,ParkInfo,,parks,hono
Describe Honouliuli National Historic Site to me,ParkInfo,,parks,hono
Tell me about Wind Cave National Park,ParkInfo,,parks,wica
What is the full name of Wind Cave National Park?,ParkInfo,,parks,wica
What is the address of Wind Cave National Park?,ParkInfo,,parks,wica
Which state is Wind Cave National Park located in?,ParkInfo,,parks,wica
Give me a description of Wind Cave National Park,ParkInfo,,parks,wica
Where is Wind Cave National Park located?,ParkInfo,,parks,wica
Can you provide the full name of Wind Cave National Park?,ParkInfo,,parks,wica
What is the location of Wind Cave National Park?,ParkInfo,,parks,wica
Tell me the address of Wind Cave National Park,ParkInfo,,parks,wica
In which state can I find Wind Cave National Park?,ParkInfo,,parks,wica
Describe Wind Cave National Park to me,ParkInfo,,parks,wica
Tell me about The White House and President's Park,ParkInfo,,parks,whho
What is the full name of The White House and President's Park?,ParkInfo,,parks,whho
What is the address of The White House and President's Park?,ParkInfo,,parks,whho
Which state is The White House and President's Park located in?,ParkInfo,,parks,whho
Give me a description of The White House and President's Park,ParkInfo,,parks,whho
Where is The White House and President's Park located?,ParkInfo,,parks,whho
Can you provide the full name of The White House and President's Park?,ParkInfo,,parks,whho
What is the location of The White House and President's Park?,ParkInfo,,parks,whho
Tell me the address of The White House and President's Park,ParkInfo,,parks,whho
In which state can I find The White House and President's Park?,ParkInfo,,parks,whho
Describe The White House and President's Park to me,ParkInfo,,parks,whho
Tell me about Yukon - Charley Rivers National Preserve,ParkInfo,,parks,yuch
What is the full name of Yukon - Charley Rivers National Preserve?,ParkInfo,,parks,yuch
What is the address of Yukon - Charley Rivers National Preserve?,ParkInfo,,parks,yuch
Which state is Yukon - Charley Rivers National Preserve located in?,ParkInfo,,parks,yuch
Give me a description of Yukon - Charley Rivers National Preserve,ParkInfo,,parks,yuch
Where is Yukon - Charley Rivers National Preserve located?,ParkInfo,,parks,yuch
Can you provide the full name of Yukon - Charley Rivers National Preserve?,ParkInfo,,parks,yuch
What is the location of Yukon - Charley Rivers National Preserve?,ParkInfo,,parks,yuch
Tell me the address of Yukon - Charley Rivers National Preserve,ParkInfo,,parks,yuch
In which state can I find Yukon - Charley Rivers National Preserve?,ParkInfo,,parks,yuch
Describe Yukon - Charley Rivers National Preserve to me,ParkInfo,,parks,yuch
Tell me about Bryce Canyon National Park,ParkInfo,,parks,brca
What is the full name of Bryce Canyon National Park?,ParkInfo,,parks,brca
What is the address of Bryce Canyon National Park?,ParkInfo,,parks,brca
Which state is Bryce Canyon National Park located in?,ParkInfo,,parks,brca
Give me a description of Bryce Canyon National Park,ParkInfo,,parks,brca
Where is Bryce Canyon National Park located?,ParkInfo,,parks,brca
Can you provide the full name of Bryce Canyon National Park?,ParkInfo,,parks,brca
What is the location of Bryce Canyon National Park?,ParkInfo,,parks,brca
Tell me the address of Bryce Canyon National Park,ParkInfo,,parks,brca
In which state can I find Bryce Canyon National Park?,ParkInfo,,parks,brca
Describe Bryce Canyon National Park to me,ParkInfo,,parks,brca
Tell me about Mesa Verde National Park,ParkInfo,,parks,meve
What is the full name of Mesa Verde National Park?,ParkInfo,,parks,meve
What is the address of Mesa Verde National Park?,ParkInfo,,parks,meve
Which state is Mesa Verde National Park located in?,ParkInfo,,parks,meve
Give me a description of Mesa Verde National Park,ParkInfo,,parks,meve
Where is Mesa Verde National Park located?,ParkInfo,,parks,meve
Can you provide the full name of Mesa Verde National Park?,ParkInfo,,parks,meve
What is the location of Mesa Verde National Park?,ParkInfo,,parks,meve
Tell me the address of Mesa Verde National Park,ParkInfo,,parks,meve
In which state can I find Mesa Verde National Park?,ParkInfo,,parks,meve
Describe Mesa Verde National Park to me,ParkInfo,,parks,meve
What activities can I do at Fort Union Monument?,ParkActivities,,activities,foun
Tell me about the activities available at Fort Union Monument,ParkActivities,,activities,foun
What can I do at Fort Union Monument?,ParkActivities,,activities,foun
List the activities at Fort Union Monument,ParkActivities,,activities,foun
What recreational activities are offered at Fort Union Monument?,ParkActivities,,activities,foun
What outdoor activities can I enjoy at Fort Union Monument?,ParkActivities,,activities,foun
What kind of activities are there at Fort Union Monument?,ParkActivities,,activities,foun
What are the top activities at Fort Union Monument?,ParkActivities,,activities,foun
What fun things can I do at Fort Union Monument?,ParkActivities,,activities,foun
What activities are recommended at Fort Union Monument?,ParkActivities,,activities,foun
What activities can I do at Chamizal?,ParkActivities,,activities,cham
Tell me about the activities available at Chamizal,ParkActivities,,activities,cham
What can I do at Chamizal?,ParkActivities,,activities,cham
List the activities at Chamizal,ParkActivities,,activities,cham
What recreational activities are offered at Chamizal?,ParkActivities,,activities,cham
What outdoor activities can I enjoy at Chamizal?,ParkActivities,,activities,cham
What kind of activities are there at Chamizal?,ParkActivities,,activities,cham
What are the top activities at Chamizal?,ParkActivities,,activities,cham
What fun things can I do at Chamizal?,ParkActivities,,activities,cham
What activities are recommended at Chamizal?,ParkActivities,,activities,cham
What activities can I do at Kalaupapa?,ParkActivities,,activities,kala
Tell me about the activities available at Kalaupapa,ParkActivities,,activities,kala
What can I do at Kalaupapa?,ParkActivities,,activities,kala
List the activities at Kalaupapa,ParkActivities,,activities,kala
What recreational activities are offered at Kalaupapa?,ParkActivities,,activities,kala
What outdoor activities can I enjoy at Kalaupapa?,ParkActivities,,activities,kala
What kind of activities are there at Kalaupapa?,ParkActivities,,activities,kala
What are the top activities at Kalaupapa?,ParkActivities,,activities,kala
What fun things can I do at Kalaupapa?,ParkActivities,,activities,kala
What activities are recommended at Kalaupapa?,ParkActivities,,activities,kala
What activities can I do at Manhattan Project?,ParkActivities,,activities,mapr
Tell me about the activities available at Manhattan Project,ParkActivities,,activities,mapr
What can I do at Manhattan Project?,ParkActivities,,activities,mapr
List the activities at Manhattan Project,ParkActivities,,activities,mapr
What recreational activities are offered at Manhattan Project?,ParkActivities,,activities,mapr
What outdoor activities can I enjoy at Manhattan Project?,ParkActivities,,activities,mapr
What kind of activities are there at Manhattan Project?,ParkActivities,,activities,mapr
What are the top activities at Manhattan Project?,ParkActivities,,activities,mapr
What fun things can I do at Manhattan Project?,ParkActivities,,activities,mapr
What activities are recommended at Manhattan Project?,ParkActivities,,activities,mapr
What activities can I do at Hovenweep?,ParkActivities,,activities,hove
Tell me about the activities available at Hovenweep,ParkActivities,,activities,hove
What can I do at Hovenweep?,ParkActivities,,activities,hove
List the activities at Hovenweep,ParkActivities,,activities,hove
What recreational activities are offered at Hovenweep?,ParkActivities,,activities,hove
What outdoor activities can I enjoy at Hovenweep?,ParkActivities,,activities,hove
What kind of activities are there at Hovenweep?,ParkActivities,,activities,hove
What are the top activities at Hovenweep?,ParkActivities,,activities,hove
What fun things can I do at Hovenweep?,ParkActivities,,activities,hove
What activities are recommended at Hovenweep?,ParkActivities,,activities,hove
What activities can I do at Cumberland Island?,ParkActivities,,activities,cuis
Tell me about the activities available at Cumberland Island,ParkActivities,,activities,cuis
What can I do at Cumberland Island?,ParkActivities,,activities,cuis
List the activities at Cumberland Island,ParkActivities,,activities,cuis
What recreational activities are offered at Cumberland Island?,ParkActivities,,activities,cuis
What outdoor activities can I enjoy at Cumberland Island?,ParkActivities,,activities,cuis
What kind of activities are there at Cumberland Island?,ParkActivities,,activities,cuis
What are the top activities at Cumberland Island?,ParkActivities,,activities,cuis
What fun things can I do at Cumberland Island?,ParkActivities,,activities,cuis
What activities are recommended at Cumberland Island?,ParkActivities,,activities,cuis
What activities can I do at Martin Van Buren?,ParkActivities,,activities,mava
Tell me about the activities available at Martin Van Buren,ParkActivities,,activities,mava
What can I do at Martin Van Buren?,ParkActivities,,activities,mava
List the activities at Martin Van Buren,ParkActivities,,activities,mava
What recreational activities are offered at Martin Van Buren?,ParkActivities,,activities,mava
What outdoor activities can I enjoy at Martin Van Buren?,ParkActivities,,activities,mava
What kind of activities are there at Martin Van Buren?,ParkActivities,,activities,mava
What are the top activities at Martin Van Buren?,ParkActivities,,activities,mava
What fun things can I do at Martin Van Buren?,ParkActivities,,activities,mava
What activities are recommended at Martin Van Buren?,ParkActivities,,activities,mava
What activities can I do at Zion?,ParkActivities,,activities,zion
Tell me about the activities available at Zion,ParkActivities,,activities,zion
What can I do at Zion?,ParkActivities,,activities,zion
List the activities at Zion,ParkActivities,,activities,zion
What recreational activities are offered at Zion?,ParkActivities,,activities,zion
What outdoor activities can I enjoy at Zion?,ParkActivities,,activities,zion
What kind of activities are there at Zion?,ParkActivities,,activities,zion
What are the top activities at Zion?,ParkActivities,,activities,zion
What fun things can I do at Zion?,ParkActivities,,activities,zion
What activities are recommended at Zion?,ParkActivities,,activities,zion
What activities can I do at Pinnacles?,ParkActivities,,activities,pinn
Tell me about the activities available at Pinnacles,ParkActivities,,activities,pinn
What can I do at Pinnacles?,ParkActivities,,activities,pinn
List the activities at Pinnacles,ParkActivities,,activities,pinn
What recreational activities are offered at Pinnacles?,ParkActivities,,activities,pinn
What outdoor activities can I enjoy at Pinnacles?,ParkActivities,,activities,pinn
What kind of activities are there at Pinnacles?,ParkActivities,,activities,pinn
What are the top activities at Pinnacles?,ParkActivities,,activities,pinn
What fun things can I do at Pinnacles?,ParkActivities,,activities,pinn
What activities are recommended at Pinnacles?,ParkActivities,,activities,pinn
What activities can I do at Washita?,ParkActivities,,activities,waba
Tell me about the activities available at Washita,ParkActivities,,activities,waba
What can I do at Washita?,ParkActivities,,activities,waba
List the activities at Washita,ParkActivities,,activities,waba
What recreational activities are offered at Washita?,ParkActivities,,activities,waba
What outdoor activities can I enjoy at Washita?,ParkActivities,,activities,waba
What kind of activities are there at Washita?,ParkActivities,,activities,waba
What are the top activities at Washita?,ParkActivities,,activities,waba
What fun things can I do at Washita?,ParkActivities,,activities,waba
What activities are recommended at Washita?,ParkActivities,,activities,waba
What activities can I do at Roosevelt Campobello?,ParkActivities,,activities,roca
Tell me about the activities available at Roosevelt Campobello,ParkActivities,,activities,roca
