query,intent,api_call.endpoint,api_call.parkCode
What is the description of El Camino Real de Tierra Adentro National Historic Trail?,description,parks,elca
Tell me about El Camino Real de los Tejas National Historic Trail,description,parks,elte
Give me a description of El Camino Real de los Tejas National Historic Trail,description,parks,elte
Describe El Camino Real de los Tejas National Historic Trail to me,description,parks,elte
What is the description of El Camino Real de los Tejas National Historic Trail?,description,parks,elte
Tell me about El Malpais National Monument,description,parks,elma
Give me a description of El Malpais National Monument,description,parks,elma
Describe El Malpais National Monument to me,description,parks,elma
What is the description of El Malpais National Monument?,description,parks,elma
Tell me about El Morro National Monument,description,parks,elmo
Give me a description of El Morro National Monument,description,parks,elmo
Describe El Morro National Monument to me,description,parks,elmo
What is the description of El Morro National Monument?,description,parks,elmo
Tell me about Eleanor Roosevelt National Historic Site,description,parks,elro
Give me a description of Eleanor Roosevelt National Historic Site,description,parks,elro
Describe Eleanor Roosevelt National Historic Site to me,description,parks,elro
What is the description of Eleanor Roosevelt National Historic Site?,description,parks,elro
Tell me about Ellis Island Part of Statue of Liberty National Monument,description,parks,elis
Give me a description of Ellis Island Part of Statue of Liberty National Monument,description,parks,elis
Describe Ellis Island Part of Statue of Liberty National Monument to me,description,parks,elis
What is the description of Ellis Island Part of Statue of Liberty National Monument?,description,parks,elis
Tell me about Emmett Till and Mamie Till-Mobley National Monument,description,parks,till
Give me a description of Emmett Till and Mamie Till-Mobley National Monument,description,parks,till
Describe Emmett Till and Mamie Till-Mobley National Monument to me,description,parks,till
What is the description of Emmett Till and Mamie Till-Mobley National Monument?,description,parks,till
Tell me about Eugene O'Neill National Historic Site,description,parks,euon
Give me a description of Eugene O'Neill National Historic Site,description,parks,euon
Describe Eugene O'Neill National Historic Site to me,description,parks,euon
What is the description of Eugene O'Neill National Historic Site?,description,parks,euon
Tell me about Everglades National Park,description,parks,ever
Give me a description of Everglades National Park,description,parks,ever
Describe Everglades National Park to me,description,parks,ever
What is the description of Everglades National Park?,description,parks,ever
Tell me about Federal Hall National Memorial,description,parks,feha
Give me a description of Federal Hall National Memorial,description,parks,feha
Describe Federal Hall National Memorial to me,description,parks,feha
What is the description of Federal Hall National Memorial?,description,parks,feha
Tell me about Fire Island National Seashore,description,parks,fiis
Give me a description of Fire Island National Seashore,description,parks,fiis
Describe Fire Island National Seashore to me,description,parks,fiis
What is the description of Fire Island National Seashore?,description,parks,fiis
Tell me about First Ladies National Historic Site,description,parks,fila
Give me a description of First Ladies National Historic Site,description,parks,fila
Describe First Ladies National Historic Site to me,description,parks,fila
What is the description of First Ladies National Historic Site?,description,parks,fila
Tell me about First State National Historical Park,description,parks,frst
Give me a description of First State National Historical Park,description,parks,frst
Describe First State National Historical Park to me,description,parks,frst
What is the description of First State National Historical Park?,description,parks,frst
Tell me about Flight 93 National Memorial,description,parks,flni
Give me a description of Flight 93 National Memorial,description,parks,flni
Describe Flight 93 National Memorial to me,description,parks,flni
What is the description of Flight 93 National Memorial?,description,parks,flni
Tell me about Florissant Fossil Beds National Monument,description,parks,flfo
Give me a description of Florissant Fossil Beds National Monument,description,parks,flfo
Describe Florissant Fossil Beds National Monument to me,description,parks,flfo
What is the description of Florissant Fossil Beds National Monument?,description,parks,flfo
Tell me about Ford's Theatre,description,parks,foth
Give me a description of Ford's Theatre,description,parks,foth
Describe Ford's Theatre to me,description,parks,foth
What is the description of Ford's Theatre?,description,parks,foth
Tell me about Fort Bowie National Historic Site,description,parks,fobo
